0	27.2231
21.91258465	27.84896799
43.35548712	28.46096173
64.32901081	29.05913927
84.83292207	29.64346179
105.0235686	30.21838622
124.7450009	30.77948469
144.1532462	31.33127534
163.2484654	31.87370393
-177.969364	32.40685074
-159.5003626	32.93075995
-141.3441247	33.44526712
-123.5011101	33.95052693
-105.8146336	34.45102574
-88.44108163	34.94223288
-71.22399094	35.42866786
-54.32011851	35.90584426
-37.57271169	36.3782768
-21.13818086	36.84143361
-4.86031031	37.29992206
11.26106145	37.75354644
27.06930214	38.19803721
42.72118317	38.6378086
58.21645636	39.07280053
73.55516892	39.50306109
88.73742345	39.92859408
103.763203	40.34933958
118.6324451	40.76554682
133.3451354	41.17694058
147.9013921	41.58358108
162.3010216	41.98560893
176.5441687	42.38287056
-169.369212	42.77548297
-155.2826031	43.1677775
-141.3524361	43.555442
-127.5788483	43.93848354
-113.9618457	44.31679377
-100.3447824	44.69481486
-86.88413127	45.06822642
-73.58005209	45.43691659
-60.4325645	45.80101287
-47.28508208	46.16489143
-34.29399964	46.52406961
-21.30304534	46.88291995
-8.468594624	47.23724024
4.209436125	47.58697052
16.88738749	47.93633193
29.40882247	48.28120208
41.93024001	48.62566555
54.29520298	48.96564344
66.50362613	49.30108418
78.71202637	49.63617376
90.76394127	49.96664138
102.815859	50.29699914
114.7111498	50.62267847
126.6065177	50.94813829
138.3454397	51.26896089
150.0842902	51.58971118
161.8231645	51.9101051
173.4055221	52.22593522
-175.0121402	52.54146703
-163.5863129	52.85262963
-152.1605	53.16336895
-140.8912234	53.46969675
-129.621925	53.7757402
-118.3525836	54.08151682
-107.2397627	54.38286361
-96.12703777	54.68397193
-85.17076763	54.98047866
-74.21453696	55.27685349
-63.25817118	55.57290418
-52.45849106	55.86457789
-41.65868753	56.15594851
-30.85896203	56.44707013
-20.21576708	56.73371209
-9.572506454	57.02015155
0.914238032	57.30209465
11.4009435	57.58384914
21.88762489	57.86542547
32.37438178	58.14668997
42.70452855	58.42356642
53.03477886	58.70020124
63.36491255	58.9766053
73.53861937	59.24854122
83.71232252	59.52034267
93.88601417	59.79187039
103.9032015	60.05894344
113.9203374	60.32588476
123.9375105	60.59251988
133.9545831	60.85900214
143.815275	61.12107029
153.6759356	61.38288972
163.5365494	61.64458385
173.2406533	61.90176245
-177.0552367	62.1588792
-167.3510335	62.4156289
-157.6468963	62.67224081
-148.0993966	62.92453677
-138.5517289	63.17653132
-129.0040731	63.42841655
-119.4565623	63.67999093
-109.9089044	63.93144918
-100.5177924	64.17851004
-91.1267722	64.42535776
-81.73563522	64.67199406
-72.34459255	64.91839823
-63.10997741	65.16060561
-53.87539566	65.40249309
-44.6408611	65.6442041
-35.40624832	65.88569643
-26.32824186	66.12297316
-17.25019743	66.35994167
-8.172163774	66.59676295
0.905939463	66.83335425
9.983998598	67.06979079
18.90553791	67.3018632
27.82709347	67.53378411
36.74855131	67.76551198
45.6700781	67.99706831
54.59166969	68.22837749
63.51317466	68.459521
72.27821573	68.68635486
81.04317157	68.91313145
89.80823912	69.13958723
98.57322574	69.36588393
107.3382196	69.59190143
115.9467474	69.81374953
124.5552666	70.03550095
